id,err,cp
1676,0.792,0
1677,1.792,0
1678,1,0
1679,0.125,0
1680,0.792,0
1681,0,0
1682,0.167,0
1683,0.208,0
1684,2.25,0
1685,1.417,0
1686,1.667,0
1687,1.375,0
1688,0.458,0
1689,0.542,0
1690,3.5,0
1691,5.042,0
1692,2.125,0
1693,5.583,0
1694,3.458,0
1695,2.542,0
1696,3.833,0
1697,0.27,0
1698,0.625,0
1699,0.667,0
1700,1.625,0
1701,1.708,0
1702,1.458,0
1703,0.792,0
1704,0.125,0
1705,0.792,0
1706,0.583,0
1707,1.875,0
1708,2.333,0
1709,2.708,0
1710,1,0
1711,1.333,0
1712,0.333,0
1713,0.667,0
1714,1.542,0
1715,3.083,0
1716,2.708,0
1717,2.125,0
1718,0.708,0
1719,1.292,0
1720,0.25,0
1721,0.792,0
1722,0.25,0
1723,0.708,0
1724,0.375,0
1725,2.833,0
1726,4.292,0
1727,0.5,0
1728,0.375,0
1729,3.5,0
1730,3.146,0
1731,6.083,0
1732,2.125,0
1733,46.342,1
1734,44.75,0
1735,0.542,0
1736,42.5,1
1737,64.07,0
1738,69.68,0
1739,66.9,0
1740,0.875,0
1741,1.542,0
1742,0,0
1743,0.375,0
1744,1.542,0
1745,0.125,0
1746,0.125,0
1747,3,0
1748,2.458,0
1749,3.167,0
1750,0.583,0
1751,2.042,0
1752,0.375,0
1753,1,0
1754,0.958,0
1755,0.708,0
1756,1.875,0
1757,1.25,0
1758,0.333,0
1759,1.125,0
1760,1.792,0
1761,4.125,0
1762,2.792,0
1763,1.042,0
1764,1.458,0
1765,1.167,0
1766,0.625,0
1767,1.208,0
1768,1.292,0
1769,1.042,0
1770,1.917,0
1771,0.875,0
1772,1.292,0
1773,0.708,0
1774,0.875,0
1775,0.542,0
1776,0.375,0
1777,0.667,0
1778,2.625,0
1779,2.458,0
1780,1.333,0
1781,0.958,0
1782,0.333,0
1783,0.687,0
1784,0.375,0
1785,1.667,0
1786,0.542,0
1787,0.917,0
1788,0.167,0
1789,0.458,0
1790,0.583,0
1791,0.667,0
1792,0.542,0
1793,0.458,0
1794,0.375,0
1795,0.083,0
1796,0.25,0
1797,0.042,0
1798,0.25,0
1799,0.875,0
1800,0.792,0
1801,0.917,0
1802,1.708,0
1803,0.167,0
1804,0.083,0
1805,1.542,0
1806,0.375,0
1807,0.458,0
1808,2.042,0
1809,0.333,0
1810,0.542,0
1811,1.5,0
1812,2.625,0
1813,0.667,0
1814,1.958,0
1815,2,0
1816,0.958,0
1817,0.042,0
1818,0.625,0
1819,1.583,0
1820,2.917,0
1821,3,0
1822,0.083,0
1823,3.583,0
1824,2.75,0
1825,0.417,0
1826,1.583,0
1827,2.833,0
1828,2.375,0
1829,3.208,0
1830,1.667,0
1831,0.667,0
1832,5,0
1833,1.833,0
1834,1.375,0
1835,3.375,0
1836,0.167,0
1837,1.5,0
1838,1.708,0
1839,1,0
1840,0.417,0
1841,0.083,0
1842,1.458,0
1843,0.583,0
1844,0.708,0
1845,1.083,0
1846,1.625,0
1847,1.458,0
1848,0.792,0
1849,1.792,0
1850,1.042,0
1851,1.417,0
1852,2.667,0
1853,0.375,0
1854,0.667,0
1855,1.375,0
1856,1.083,0
1857,0.625,0
1858,1.875,0
1859,40.6386,1
1860,46.1206,0
1861,49.2842,0
1862,0.833,0
1863,1.958,0
1864,1.458,0
1865,1.083,0
1866,1,0
1867,1.042,0
1868,0.25,0
1869,0.208,0
1870,0.583,0
1871,0.417,0
1872,0.25,0
1873,0.792,0
1874,0.667,0
1875,1.042,0
1876,0.125,0
1877,1.75,0
1878,0.667,0
1879,0.292,0
1880,0.667,0
1881,0.667,0
1882,0.125,0
1883,0.333,0
1884,1.25,0
1885,1.417,0
1886,0.458,0
1887,1.042,0
1888,0.958,0
1889,1,0
1890,0.375,0
1891,1.042,0
1892,0.333,0
1893,0.958,0
1894,0,0
1895,0.667,0
1896,0.708,0
1897,1.125,0
1898,1.625,0
1899,0.417,0
1900,1.333,0
1901,1.583,0
1902,0.292,0
1903,0.542,0
1904,0.208,0
1905,0.5,0
1906,0.333,0
1907,0.208,0
1908,1.875,0
1909,1.542,0
1910,1.708,0
1911,0.333,0
1912,0.542,0
1913,0.208,0
1914,0.667,0
1915,0.042,0
1916,1.125,0
1917,0.833,0
1918,0.833,0
1919,3.042,0
1920,2.667,0
1921,1.917,0
1922,0.833,0
1923,4.125,0
1924,2.042,0
1925,1.417,0
1926,0.625,0
1927,1.292,0
1928,2.583,0
1929,0.625,0
1930,1.5,0
1931,2.542,0
1932,0.708,0
1933,0.333,0
1934,2.958,0
1935,0.917,0
1936,0.417,0
1937,0.5,0
1938,1.917,0
1939,2.625,0
1940,46.022,1
1941,37.6794,0
1942,45.2592,0
1943,3.5,0
1944,3.167,0
1945,2.125,0
1946,3.583,0
1947,2.125,0
1948,1.875,0
1949,2.208,0
1950,1.917,0
1951,2.875,0
1952,4.625,0
1953,3.833,0
1954,2.292,0
1955,3,0
1956,3,0
1957,2.583,0
1958,2.292,0
1959,0.125,0
1960,2.958,0
1961,1.583,0
1962,0.875,0
1963,0.458,0
1964,1.417,0
1965,2.625,0
1966,5.125,0
1967,1.917,0
1968,0.875,0
1969,0,0
1970,0.75,0
1971,0.667,0
1972,1,0
1973,1.583,0
1974,1.833,0
1975,1.917,0
1976,1.792,0
1977,1.75,0
1978,2.208,0
1979,2.083,0
1980,1.292,0
1981,1.875,0
1982,3.167,0
1983,0.958,0
1984,0.583,0
1985,0.625,0
1986,0.125,0
1987,0.667,0
1988,1.333,0
1989,0.208,0
1990,0.458,0
1991,1.292,0
1992,1.083,0
1993,0.125,0
1994,1.167,0
1995,2.417,0
1996,4.542,0
1997,3.792,0
1998,3.042,0
1999,0.083,0
2000,1.833,0
2001,0.145,0
2002,0.667,0
2003,2.875,0
2004,2.25,0
2005,3.417,0
2006,0.375,0
2007,1.333,0
2008,1.625,0
2009,0.083,0
2010,0.75,0
2011,3.625,0
2012,3.167,0
2013,0.5,0
2014,33.816,1
2015,33.77,0
2016,0.125,0
2017,0.167,0
2018,0.375,0
2019,0.625,0
2020,2.333,0
2021,2.75,0
2022,2.542,0
2023,1.75,0
2024,0.625,0
2025,0.063,0
2026,3.625,0
2027,1.125,0
2028,0.417,0
2029,0.5,0
2030,0.458,0
2031,0.458,0
2032,0.542,0
2033,0.417,0
2034,0.25,0
2035,1.375,0
2036,1.333,0
2037,1.063,0
2038,0.458,0
2039,0.292,0
2040,0.167,0
2041,0.417,0
2042,0.125,0
2043,0.542,0
2044,0.208,0
2045,0.625,0
2046,1.458,0
2047,1.458,0
2048,1,0
2049,0.5,0
2050,0.458,0
2051,0.667,0
2052,0.125,0
2053,0.833,0
2054,1.167,0
2055,0.583,0
2056,1,0
2057,0.75,0
2058,0.75,0
2059,1.292,0
2060,1.625,0
2061,0.667,0
2062,0,0
2063,1,0
2064,0.083,0
2065,1,0
2066,2.875,0
2067,1.417,0
2068,1.438,0
2069,1.25,0
2070,1.333,0
2071,0.375,0
2072,1.75,0
2073,0.042,0
2074,0.042,0
2075,0.458,0
2076,0.042,0
2077,0.292,0
2078,1.083,0
2079,1.542,0
2080,1.417,0
2081,1.042,0
2082,2.708,0
2083,2.583,0
2084,2.167,0
2085,2.5,0
2086,0.917,0
2087,1.25,0
2088,2.167,0
2089,0.958,0
2090,0.25,0
2091,0.583,0
2092,0.75,0
2093,0.75,0
2094,2.375,0
2095,0.208,0
2096,0.5,0
2097,1.375,0
2098,0.333,0
2099,4.583,0
2100,0.375,0
2101,0.458,0
2102,2,0
2103,2.458,0
2104,0.083,0
2105,1.292,0
2106,0.083,0
2107,4.875,0
2108,1.167,0
2109,4.542,0
2110,0.625,0
2111,0,0
2112,1.458,0
2113,0.833,0
2114,1.833,0
2115,1.292,0
2116,0.167,0
2117,0.042,0
2118,0.792,0
2119,3.417,0
2120,1.042,0
2121,1.208,0
2122,2.25,0
2123,1.5,0
2124,0.083,0
2125,0.667,0
2126,0.333,0
2127,0.083,0
2128,0.375,0
2129,0.708,0
2130,0.833,0
2131,0.75,0
2132,0.5,0
2133,0.333,0
2134,0,0
2135,1.417,0
2136,2.458,0
2137,0.167,0
2138,0.375,0
2139,1.875,0
2140,1.708,0
2141,1.708,0
2142,2.5,0
2143,1.375,0
2144,0.208,0
2145,1.083,0
2146,1.73,0
2147,0.167,0
2148,0.375,0
2149,1.167,0
2150,2.167,0
2151,2.833,0
2152,1.708,0
2153,1.708,0
2154,1.417,0
2155,1.083,0
2156,0.917,0
2157,0.083,0
2158,1.792,0
2159,4.292,0
2160,4.375,0
2161,3.167,0
2162,2.875,0
2163,4.167,0
2164,1.667,0
2165,2.333,0
2166,2.458,0
2167,0.5,0
2168,0.333,0
2169,0.333,0
2170,0.708,0
2171,0.917,0
2172,0.75,0
2173,0.333,0
2174,0.375,0
2175,0.333,0
2176,0.458,0
2177,1.75,0
2178,1.375,0
2179,2.083,0
2180,5.458,0
2181,2.875,0
2182,1.875,0
2183,5.375,0
2184,7.5,0
2185,5.958,0
2186,5.167,0
2187,1.333,0
2188,0.417,0
2189,0.708,0
2190,0.875,0
2191,4.167,0
2192,0.458,0
2193,2.042,0
2194,1.208,0
2195,1,0
2196,1.5,0
2197,1.75,0
2198,1.333,0
2199,0.458,0
2200,0.4,0
2201,0.396,0
2202,1.167,0
2203,0.438,0
2204,0.833,0
2205,2.942,0
2206,1.467,0
2207,1.658,0
2208,2.892,0
2209,3.625,0
2210,2.417,0
2211,1.917,0
2212,2.25,0
2213,1.667,0
2214,1.583,0
2215,0.417,0
2216,1.458,0
2217,2.917,0
2218,1.667,0
2219,4.292,0
2220,3.583,0
2221,5.667,0
2222,4.792,0
2223,2.208,0
2224,2.042,0
2225,5.708,0
2226,4.625,0
2227,2,0
2228,2.5,0
2229,0.833,0
2230,2.375,0
2231,1.042,0
2232,0.875,0
2233,2.25,0
2234,2.292,0
2235,0.792,0
2236,0.958,0
2237,3.583,0
2238,3.875,0
2239,3.958,0
2240,8.292,0
2241,7.542,0
2242,6.813,0
2243,5.5,0
2244,1.333,0
2245,0.813,0
2246,1.708,0
2247,1.208,0
2248,2.25,0
2249,3.042,0
2250,2.792,0
2251,1.5,0
2252,0.042,0
2253,1.292,0
2254,2.625,0
2255,3.833,0
2256,2.083,0
2257,2,0
2258,2.667,0
2259,1.417,0
2260,1.208,0
2261,1.458,0
2262,1.042,0
2263,2.5,0
2264,2.042,0
2265,5.583,0
2266,3.208,0
2267,5.208,0
2268,3.417,0
2269,1.417,0
2270,2.208,0
2271,2.375,0
2272,0.208,0
2273,1.583,0
2274,3.417,0
2275,1.083,0
2276,4.583,0
2277,5.292,0
2278,4.583,0
2279,4.125,0
2280,3.625,0
2281,0,0
2282,2.583,0
2283,1.333,0
2284,0.083,0
2285,1.125,0
2286,0.292,0
2287,0.208,0
2288,1.75,0
2289,44.448,1
2290,49.6,0
2291,50.1112,0
2292,48.6704,0
2293,38.5566,0
2294,53.8592,0
2295,48.418,0
2296,40.3636,0
2297,41.2342,0
2298,41.3772,0
2299,38.6772,0
2300,41.9614,0
2301,42.0456,0
2302,45.8114,0
2303,48.8908,0
2304,54.5794,0
2305,59.6706,0
2306,59.782,0
2307,55.1364,0
2308,48.1044,0
2309,40.3114,0
2310,39.9092,0
2311,38.018,0
2312,38.2956,0
2313,40.6,0
2314,43.6956,0
2315,49.5408,0
2316,57.9544,0
2317,59.2728,0
2318,56.1614,0
2319,52.1478,0
2320,48.7978,0
2321,44.0386,0
2322,44.0772,0
2323,42.0614,0
2324,29.943,0
2325,45.647,0
2326,40.136,0
2327,78.115,0
2328,41.715,0
2329,47.057,0
2330,46.022,0
2331,49.818,0
2332,33.618,0
2333,39.5272,0
2334,40.282,0
2335,42.593,0
2336,46.4228,0
2337,49.1908,0
2338,53.4408,0
2339,60.0706,0
2340,47.1454,0
2341,47.7434,0
2342,50.148,0
2343,50.4,0
2344,50.9342,0
2345,49.5908,0
2346,48.361,0
2347,0.958,0
2348,3.375,0
2349,0.583,0
2350,1.75,0
2351,0.667,0
2352,0.333,0
2353,1.625,0
2354,0.458,0
2355,1.333,0
2356,0.417,0
2357,0.333,0
2358,1.208,0
2359,0.417,0
2360,0.167,0
2361,1.167,0
2362,3.417,0
2363,1.875,0
2364,0.667,0
2365,1.292,0
2366,2,0
2367,0.875,0
2368,0.542,0
2369,0.667,0
2370,0.333,0
2371,0.833,0
2372,1.917,0
2373,3.833,0
2374,2.042,0
2375,0.458,0
2376,1.167,0
2377,0.667,0
2378,0.583,0
2379,1.083,0
2380,0.5,0
2381,1.833,0
2382,0.208,0
2383,2.333,0
2384,3.333,0
2385,1.917,0
2386,1.833,0
2387,2.083,0
2388,2.292,0
2389,3.458,0
2390,43.1112,1
2391,50.9704,0
2392,3.292,0
2393,1.625,0
2394,5.75,0
2395,11.083,0
2396,9.708,0
2397,7.333,0
2398,5.708,0
2399,8.583,0
2400,6.75,0
2401,3,0
2402,0.583,0
2403,1.458,0
2404,1.875,0
2405,0.458,0
2406,1.083,0
2407,0.417,0
2408,0.542,0
2409,1.5,0
2410,1.042,0
2411,2.167,0
2412,6.625,0
2413,2.083,0
2414,0.042,0
2415,1.708,0
2416,0.833,0
2417,1.333,0
2418,0.917,0
2419,0.833,0
2420,0.417,0
2421,1.542,0
2422,0.583,0
2423,0.458,0
2424,1.708,0
2425,1.333,0
2426,3.458,0
2427,2,0
2428,0.083,0
2429,1.083,0
2430,0.083,0
2431,1.875,0
2432,1.208,0
2433,0.75,0
2434,0.708,0
2435,0.417,0
2436,0.833,0
2437,1.625,0
2438,1.5,0
2439,3.833,0
2440,2.854,0
2441,4.042,0
2442,1.708,0
2443,1.875,0
2444,0.833,0
2445,0.5,0
2446,0.417,0
2447,1.333,0
2448,1.125,0
2449,1.417,0
2450,0.5,0
2451,0.375,0
2452,0.125,0
2453,0.292,0
2454,0.417,0
2455,0.083,0
2456,0.875,0
2457,1.208,0
2458,0.958,0
2459,0.958,0
2460,1.458,0
2461,1.417,0
2462,1.792,0
2463,0.208,0
2464,0.667,0
2465,1.083,0
2466,0.583,0
2467,0.583,0
2468,1.75,0
2469,1,0
2470,0.375,0
2471,1.25,0
2472,0.417,0
2473,0.375,0
2474,4.208,0
2475,4.917,0
2476,5.042,0
2477,6.292,0
2478,3.542,0
2479,1.667,0
2480,3.833,0
2481,3,0
2482,3.667,0
2483,2.583,0
2484,0.5,0
2485,0.375,0
2486,2.542,0
2487,2.833,0
2488,1.792,0
2489,3.375,0
2490,3.625,0
2491,0.917,0
2492,2.75,0
2493,0.167,0
2494,3.333,0
2495,2.042,0
2496,1.5,0
2497,1,0
2498,1.042,0
2499,1.75,0
2500,2.042,0
2501,1.375,0
2502,2.042,0
2503,2.167,0
2504,1.625,0
2505,2.542,0
2506,2.583,0
2507,2.542,0
2508,2.708,0
2509,3.042,0
2510,1.917,0
2511,0.833,0
2512,1.75,0
2513,1.875,0
2514,1.75,0
2515,2.5,0
2516,2.875,0
2517,2.958,0
2518,1.625,0
2519,0.625,0
2520,0.25,0
2521,1.708,0
2522,0.792,0
2523,1.125,0
2524,0.25,0
2525,2.25,0
2526,2.125,0
2527,0.833,0
2528,0.833,0
2529,1.417,0
2530,1.75,0
2531,0.292,0
2532,1.75,0
2533,0.167,0
2534,0.333,0
2535,2,0
2536,0.75,0
2537,0.917,0
2538,1.375,0
2539,0.75,0
2540,1.333,0
2541,2.458,0
2542,1.833,0
2543,1.875,0
2544,0.167,0
2545,0.417,0
2546,0.292,0
2547,0.417,0
2548,0.208,0
2549,1.125,0
2550,0.958,0
2551,2.417,0
2552,1.792,0
2553,2.833,0
2554,1.875,0
2555,0.542,0
2556,1,0
2557,0.792,0
2558,2.542,0
2559,0.833,0
2560,0.292,0
2561,1.542,0
2562,0.208,0
2563,0.583,0
2564,0.917,0
2565,1.25,0
2566,1.75,0
2567,3.042,0
2568,4.125,0
2569,3.417,0
2570,1.958,0
2571,1.625,0
2572,0.542,0
2573,6.25,0
2574,0.167,0
2575,2.333,0
2576,2.625,0
2577,2.792,0
2578,5.625,0
2579,3.375,0
2580,4.167,0
2581,4.042,0
2582,2.917,0
2583,0.542,0
2584,1.188,0
2585,1.458,0
2586,1.25,0
2587,2,0
2588,3.083,0
2589,2.542,0
2590,2.417,0
2591,3.667,0
2592,4.583,0
2593,5.083,0
2594,6.375,0
2595,2.792,0
2596,3.5,0
2597,1.208,0
2598,1.917,0
2599,1.792,0
2600,1.833,0
2601,2.917,0
2602,1.917,0
2603,3,0
2604,1.333,0
2605,1.083,0
2606,1.75,0
2607,2.25,0
2608,2,0
2609,0.833,0
2610,1.083,0
2611,2.063,0
2612,3,0
2613,3.125,0
2614,2.875,0
2615,3.583,0
2616,4.667,0
2617,2.458,0
2618,3.875,0
2619,2.625,0
2620,2.25,0
2621,2.583,0
2622,3.875,0
2623,2.792,0
2624,2.875,0
2625,2,0
2626,2.75,0
2627,3.042,0
2628,4.042,0
2629,1,0
2630,1.542,0
2631,2.75,0
2632,2.042,0
2633,2.125,0
2634,1.167,0
2635,0.458,0
2636,1.833,0
2637,2.708,0
2638,2.583,0
2639,0.542,0
2640,1.042,0
2641,1.208,0
2642,0.75,0
2643,0.333,0
2644,0.292,0
2645,1.75,0
2646,0.667,0
2647,1.333,0
2648,1.083,0
2649,4.042,0
2650,2.625,0
2651,1.25,0
2652,0.792,0
2653,1.792,0
2654,1.542,0
2655,3.667,0
2656,1.25,0
2657,1.375,0
2658,1.083,0
2659,0.292,0
2660,1.208,0
2661,2.75,0
2662,4.917,0
2663,3.083,0
2664,4.083,0
2665,4.417,0
2666,0.583,0
2667,1.25,0
2668,0.208,0
2669,3,0
2670,6.792,0
2671,5.333,0
2672,0.333,0
2673,0.708,0
2674,3.292,0
2675,0.354,0
2676,4.083,0
2677,4.167,0
2678,1.708,0
2679,1.542,0
2680,2.625,0
2681,0.417,0
2682,2.5,0
2683,2.917,0
2684,1.417,0
2685,0.958,0
2686,0.875,0
2687,2.375,0
2688,0.625,0
2689,0.042,0
2690,1.292,0
2691,1.583,0
2692,1.083,0
2693,1.542,0
2694,2.5,0
2695,3.208,0
2696,3.833,0
2697,0.708,0
2698,2.917,0
2699,2.625,0
2700,1.083,0
2701,2.5,0
2702,0.417,0
2703,3.625,0
2704,2,0
2705,0,0
2706,0.375,0
2707,0.292,0
2708,2.708,0
2709,0,0
2710,2.208,0
2711,0.708,0
2712,1.542,0
2713,4.75,0
2714,2.958,0
2715,3,0
2716,3.542,0
2717,2.542,0
2718,3.333,0
2719,3.792,0
2720,3.833,0
2721,2.583,0
2722,2.125,0
2723,3.333,0
2724,2.417,0
2725,1.167,0
2726,0,0
2727,0.042,0
2728,1.625,0
2729,0.333,0
2730,2.333,0
2731,4.583,0
2732,6.375,0
2733,6.208,0
2734,9.792,0
2735,6.917,0
2736,6.417,0
2737,7.042,0
2738,10.042,0
2739,8.25,0
2740,1.958,0
2741,3.167,0
2742,0.375,0
2743,4.417,0
2744,5.542,0
2745,9.708,0
2746,4.708,0
2747,3.958,0
2748,9.625,0
2749,5.917,0
2750,0.958,0
2751,4.667,0
2752,2.417,0
2753,5.125,0
2754,5.542,0
2755,5.542,0
2756,1.896,0
2757,37.5728,1
2758,43.796,0
2759,0.667,0
2760,1.5,0
2761,2.375,0
2762,3.583,0
2763,2.917,0
2764,1.625,0
2765,0.5,0
2766,0.833,0
2767,0.375,0
2768,0.458,0
2769,1.5,0
2770,44.783,1
2771,44.83,0
2772,0.438,0
2773,0.083,0
2774,0.395,0
2775,0.042,0
2776,0.75,0
2777,2.417,0
2778,1,0
2779,0.5,0
2780,0.25,0
2781,0.125,0
2782,1.333,0
2783,0.833,0
2784,0.958,0
2785,0.167,0
2786,0.25,0
2787,0.167,0
2788,0.042,0
2789,0.25,0
2790,0.042,0
2791,0.625,0
2792,0.625,0
2793,0.104,0
2794,0.48,0
2795,1.75,0
2796,0.187,0
2797,0.5,0
2798,1.687,0
2799,1.708,0
2800,1.5,0
2801,1.125,0
2802,1.417,0
2803,0.125,0
2804,0.083,0
2805,0.042,0
2806,0.25,0
2807,0.25,0
2808,1.083,0
2809,3.167,0
2810,1.917,0
2811,1.333,0
2812,0.625,0
2813,0,0
2814,1.083,0
2815,0.417,0
2816,0.708,0
2817,1.833,0
2818,0.25,0
2819,0.875,0
2820,1.792,0
2821,2.375,0
2822,4.167,0
2823,4.208,0
2824,3.25,0
2825,0.792,0
2826,0.083,0
2827,0,0
2828,0.333,0
2829,0.75,0
2830,0.083,0
2831,0.625,0
2832,0.417,0
2833,1.458,0
2834,0.417,0
2835,0.083,0
2836,0.708,0
2837,0.708,0
2838,0.125,0
2839,1.208,0
2840,3.542,0
2841,2.042,0
2842,0.167,0
2843,0.333,0
2844,1.875,0
2845,1.125,0
2846,1.125,0
2847,1.208,0
2848,0.958,0
2849,0.083,0
2850,0.333,0
2851,0.667,0
2852,1.333,0
2853,0.458,0
2854,0.75,0
2855,0.125,0
2856,0.083,0
2857,1.167,0
2858,2.167,0
2859,1.625,0
2860,3.042,0
2861,3.792,0
2862,2.333,0
2863,0.167,0
2864,0.083,0
2865,1.083,0
2866,0.625,0
2867,0.333,0
2868,0.458,0
2869,2.458,0
2870,2.917,0
2871,1.25,0
2872,3.708,0
2873,2,0
2874,0.917,0
2875,0.167,0
2876,3,0
2877,2.958,0
2878,0.708,0
2879,0.833,0
2880,0.042,0
2881,3.208,0
2882,1.75,0
2883,3.542,0
2884,1.875,0
2885,2.625,0
2886,2.875,0
2887,2.667,0
2888,0.583,0
2889,1.833,0
2890,0.25,0
2891,1.208,0
2892,1.917,0
2893,2.167,0
2894,3.25,0
2895,3.75,0
2896,0.167,0
2897,3.583,0
2898,2.125,0
2899,0.833,0
2900,4.917,0
2901,3.583,0
2902,4.542,0
2903,10.708,0
2904,10.167,0
2905,8.667,0
2906,11.333,0
2907,4.5,0
2908,0.125,0
2909,3,0
2910,4.333,0
2911,3.167,0
2912,7.625,0
2913,8.542,0
2914,5.875,0
2915,5.5,0
2916,2,0
2917,3.25,0
2918,1.5,0
2919,2.917,0
2920,2.25,0
2921,2.625,0
2922,0.167,0
2923,1.125,0
2924,1.875,0
2925,1.458,0
2926,3.083,0
2927,12.208,0
2928,9.458,0
2929,1.458,0
2930,0.25,0
2931,0.917,0
2932,1.833,0
2933,0.375,0
2934,0.458,0
2935,0.125,0
2936,0.083,0
2937,0.833,0
2938,0.542,0
2939,0.042,0
2940,1.208,0
2941,0.667,0
2942,46.013,1
2943,46.645,0
2944,0.333,0
2945,0.792,0
2946,0.375,0
2947,1.667,0
2948,1.875,0
2949,1,0
2950,0.5,0
2951,1.167,0
2952,2.333,0
2953,5.417,0
2954,4,0
2955,4.917,0
2956,5.875,0
2957,7.792,0
2958,8.25,0
2959,0.583,0
2960,3.75,0
2961,3.792,0
2962,3.833,0
2963,3.458,0
2964,1.875,0
2965,2.75,0
2966,2.958,0
2967,1.75,0
2968,0.5,0
2969,0.5,0
2970,1.417,0
2971,1,0
2972,1.042,0
2973,0.375,0
2974,1,0
2975,0.5,0
2976,0.917,0
2977,2.042,0
2978,2.375,0
2979,1.667,0
2980,1.708,0
2981,2.167,0
2982,1.792,0
2983,2.375,0
2984,1.25,0
2985,0.083,0
2986,0.333,0
2987,1.917,0
2988,3.917,0
2989,2.708,0
2990,0.458,0
2991,1.917,0
2992,2.083,0
2993,5,0
2994,0.125,0
2995,2.625,0
2996,4.083,0
2997,6.75,0
2998,2.542,0
2999,1.333,0
3000,0.5,0
3001,1.458,0
3002,2.667,0
3003,2.167,0
3004,0.833,0
3005,4.083,0
3006,3,0
3007,2.25,0
3008,3.958,0
3009,4.167,0
3010,5.25,0
3011,56.1046,1
3012,47.4204,0
3013,4.75,0
3014,1.042,0
3015,43.9066,0
3016,5.583,0
3017,0.792,0
3018,1.167,0
3019,0.292,0
3020,1.375,0
3021,0.083,0
3022,0.208,0
3023,29,1
3024,35.0206,0
3025,0.583,0
3026,0.292,0
3027,4.625,0
3028,6.25,0
3029,7.75,0
3030,5.625,0
3031,1.042,0
3032,3,0
3033,6.042,0
3034,4.875,0
3035,3.833,0
3036,6.333,0
3037,5.292,0
3038,2.458,0
3039,0.792,0
3040,0.208,0
3041,1.917,0
3042,1.417,0
3043,0.083,0
3044,0.708,0
3045,0.5,0
3046,1.25,0
3047,3.833,0
3048,2.333,0
3049,0,0
3050,5.708,0
3051,3.125,0
3052,1.417,0
3053,3.667,0
3054,2.333,0
3055,1.25,0
3056,4.25,0
3057,6.125,0
3058,5.958,0
3059,2.083,0
3060,1.25,0
3061,2.583,0
3062,0.583,0
3063,0.375,0
3064,1.333,0
3065,0.208,0
3066,0.417,0
3067,0.583,0
3068,0.167,0
3069,0.125,0
3070,0.625,0
3071,0.667,0
3072,0.583,0
3073,0.583,0
3074,1.708,0
3075,4.167,0
3076,4.292,0
3077,2.917,0
3078,4.083,0
3079,1.042,0
3080,2.125,0
3081,2.542,0
3082,2.458,0
3083,2.208,0
3084,1.708,0
3085,1.375,0
3086,1.542,0
3087,0.875,0
3088,0.083,0
3089,1.833,0
3090,0.292,0
3091,0.833,0
3092,0.042,0
3093,0.208,0
3094,0.958,0
3095,1.25,0
3096,2.458,0
3097,0.125,0
3098,3.042,0
3099,3.25,0
3100,3.458,0
3101,1.208,0
3102,0.417,0
3103,1.125,0
3104,0.75,0
3105,1.542,0
3106,0.333,0
3107,1.542,0
3108,1.167,0
3109,0.125,0
3110,0.917,0
3111,0.833,0
3112,1.292,0
3113,2.75,0
3114,1.917,0
3115,1.542,0
3116,2.5,0
3117,2.708,0
3118,0.542,0
3119,1.208,0
3120,3.5,0
3121,2.708,0
3122,1.833,0
3123,1.833,0
3124,3.333,0
3125,2.667,0
3126,1.083,0
3127,2.792,0
3128,3.125,0
3129,1.083,0
3130,0.792,0
3131,0.417,0
3132,0.5,0
3133,1.958,0
3134,1.25,0
3135,1.708,0
3136,0.417,0
3137,1.417,0
3138,4.167,0
3139,5.083,0
3140,1.625,0
3141,0.625,0
3142,0.708,0
3143,2.333,0
3144,5.625,0
3145,6.583,0
3146,7.458,0
3147,6.042,0
3148,4.25,0
3149,3.792,0
3150,3.167,0
3151,2.25,0
3152,1,0
3153,0.625,0
3154,1.625,0
3155,4,0
3156,6.25,0
3157,6.792,0
3158,4.375,0
3159,1.042,0
3160,0.833,0
3161,3.625,0
3162,3.917,0
3163,5.417,0
3164,5.917,0
3165,6.708,0
3166,5.75,0
3167,4.208,0
3168,3.625,0
3169,2.167,0
3170,1.417,0
3171,2.292,0
3172,1.417,0
3173,0.917,0
3174,1.833,0
3175,2.75,0
3176,3.792,0
3177,2.75,0
3178,1.708,0
3179,2.208,0
3180,42.8204,1
3181,53.182,0
3182,55.6908,0
3183,56.0386,0
3184,54.3544,0
3185,51.3864,0
3186,55.0408,0
3187,56.1794,0
3188,46.8136,0
3189,42.7544,0
3190,42.4544,0
3191,39.582,0
3192,35.8658,0
3193,34.2272,0
3194,36.3864,0
3195,35.3636,0
3196,36.6864,0
3197,39.057,0
3198,39.507,0
3199,40.057,0
3200,42.6294,0
3201,3.583,0
3202,2.167,0
3203,68,1
3204,44.125,0
3205,48.635,0
3206,44.57,0
3207,45.171,0
3208,35.638,0
3209,36.513,0
3210,39.204,0
3211,37.066,0
3212,0.958,0
3213,1.375,0
3214,2.292,0
3215,1.833,0
3216,1.167,0
3217,0.417,0
3218,0.167,0
3219,1.583,0
3220,0.958,0
3221,0.208,0
3222,0.708,0
3223,0.125,0
3224,0.917,0
3225,2.417,0
3226,2.375,0
3227,0.292,0
3228,1,0
3229,0.625,0
3230,0.708,0
3231,0.833,0
3232,0.042,0
3233,0.583,0
3234,0.458,0
3235,0.02,0
3236,0.667,0
3237,0.458,0
