id,err,cp
1644,8.577,0
1645,8.955,0
1646,10.446,0
1647,12.945,0
1648,12.588,0
1649,13.155,0
1650,12.546,0
1651,12.714,0
1652,11.538,0
1653,4.293,0
1654,3.204,0
1655,3.12,0
1656,3.435,0
1657,3.057,0
1658,2.868,0
1659,2.679,0
1660,2.763,0
1661,2.847,0
1662,3.225,0
1663,3.141,0
1664,0.054,0
1665,10.719,0
1666,10.698,0
1667,10.257,0
1668,10.089,0
1669,10.404,0
1670,10.593,0
1671,10.194,0
1672,10.173,0
1673,10.593,0
1674,10.131,0
1675,9.942,0
1676,9.879,0
1677,10.782,0
1678,11.076,0
1679,11.034,0
1680,11.118,0
1681,10.866,0
1682,10.929,0
1683,10.929,0
1684,10.74,0
1685,11.181,0
1686,10.824,0
1687,2.382,0
1688,2.553,0
1689,2.259,0
1690,0.81,0
1691,2.217,0
1692,2.406,0
1693,0.492,0
1694,11.013,0
1695,10.845,0
1696,10.32,0
1697,9.858,0
1698,10.047,0
1699,10.32,0
1700,10.257,0
1701,10.593,0
1702,11.853,0
1703,13.911,0
1704,14.184,0
1705,14.016,0
1706,13.491,0
1707,13.512,0
1708,13.617,0
1709,13.785,0
1710,13.491,0
1711,14.562,0
1712,13.848,0
1713,2.595,0
1714,3.876,0
1715,4.191,0
1716,5.136,0
1717,4.275,0
1718,0.198,0
1719,11.034,0
1720,13.47,0
1721,13.239,0
1722,12.735,0
1723,13.113,0
1724,13.092,0
1725,12.378,0
1726,12.252,0
1727,12.021,0
1728,12.399,0
1729,14.436,0
1730,14.457,0
1731,14.52,0
1732,17.379,0
1733,86.7375,1
1734,117.3975,0
1735,118.08,0
1736,117.87,0
1737,120.2325,0
1738,123.015,0
1739,122.91,0
1740,124.1175,0
1741,123.645,0
1742,122.2275,0
1743,120.81,0
1744,122.175,0
1745,120.7575,0
1746,117.6075,0
1747,112.8825,0
1748,99.18,0
1749,81.1725,0
1750,16.917,0
1751,5.367,0
1752,6.648,0
1753,4.023,0
1754,6.921,0
1755,8.136,0
1756,20.085,0
1757,24.537,0
1758,24.999,0
1759,25.398,0
1760,26.238,0
1761,26.301,0
1762,12.861,0
1763,11.832,0
1764,10.383,0
1765,8.367,0
1766,10.425,0
1767,2.529,0
1768,6.27,0
1769,5.493,0
1770,5.619,0
1771,5.703,0
1772,5.577,0
1773,5.115,0
1774,3.876,0
1775,3.582,0
1776,3.792,0
1777,7.716,0
1778,10.131,0
1779,21.156,0
1780,24.453,0
1781,24.327,0
1782,8.85,0
1783,4.002,0
1784,4.17,0
1785,4.569,0
1786,3.141,0
1787,3.519,0
1788,4.128,0
1789,2.55,0
1790,8.157,0
1791,8.199,0
1792,8.115,0
1793,63.1125,1
1794,125.3925,0
1795,124.305,0
1796,77.91,0
1797,6.54,0
1798,10.362,0
1799,10.635,0
1800,13.554,0
1801,23.403,0
1802,23.235,0
1803,22.878,0
1804,22.815,0
1805,22.92,0
1806,77.205,1
1807,141.2175,0
1808,136.875,0
1809,66.15,0
1810,10.068,0
1811,10.11,0
1812,11.538,0
1813,23.718,0
1814,24.306,0
1815,24.096,0
1816,23.907,0
1817,24.264,0
1818,24.369,0
1819,23.508,0
1820,21.681,0
1821,15.444,0
1822,24.369,0
1823,24.012,0
1824,15.276,0
1825,10.593,0
1826,10.656,0
1827,11.37,0
1828,11.076,0
1829,0.933,0
1830,76.08,1
1831,114.165,0
1832,112.665,0
1833,66.645,0
1834,36.9,0
1835,5.409,0
1836,1.437,0
1837,12.945,0
1838,22.038,0
1839,25.755,0
1840,25.293,0
1841,25.587,0
1842,26.112,0
1843,25.923,0
1844,21.408,0
1845,11.286,0
1846,12.315,0
1847,12.882,0
1848,9.207,0
1849,2.721,0
1850,4.905,0
1851,3.687,0
1852,14.982,0
1853,36.5475,1
1854,136.1925,0
1855,134.6175,0
1856,134.46,0
1857,76.2375,0
1858,13.386,0
1859,13.302,0
1860,12.966,0
1861,12.546,0
1862,13.533,0
1863,13.659,0
1864,13.323,0
1865,13.344,0
1866,11.958,0
1867,9.837,0
1868,0.177,0
1869,2.112,0
1870,2.781,0
1871,11.181,0
1872,11.013,0
1873,11.475,0
1874,12.021,0
1875,11.727,0
1876,12.021,0
1877,11.706,0
1878,11.937,0
1879,12.021,0
1880,12.063,0
1881,13.218,0
1882,13.869,0
1883,13.953,0
1884,13.365,0
1885,13.638,0
1886,14.226,0
1887,14.478,0
1888,14.184,0
1889,13.722,0
1890,13.512,0
1891,12.798,0
1892,14.394,0
1893,14.436,0
1894,14.436,0
1895,14.1,0
1896,13.869,0
1897,14.079,0
1898,13.575,0
1899,13.344,0
1900,13.323,0
1901,13.596,0
1902,13.575,0
1903,13.47,0
1904,13.848,0
1905,14.373,0
1906,14.436,0
1907,14.94,0
1908,14.919,0
1909,14.772,0
1910,14.394,0
1911,15.108,0
1912,14.541,0
1913,14.037,0
1914,13.932,0
1915,14.163,0
1916,14.247,0
1917,14.058,0
1918,13.89,0
1919,14.079,0
1920,14.205,0
1921,13.89,0
1922,14.079,0
1923,14.142,0
1924,14.037,0
1925,14.289,0
1926,14.163,0
1927,15.024,0
1928,15.276,0
1929,15.192,0
1930,14.1,0
1931,13.89,0
1932,14.919,0
1933,14.331,0
1934,13.302,0
1935,13.596,0
1936,13.407,0
1937,13.323,0
1938,13.449,0
1939,14.058,0
1940,14.415,0
1941,14.436,0
1942,14.352,0
1943,14.562,0
1944,14.583,0
1945,14.709,0
1946,14.562,0
1947,14.016,0
1948,14.247,0
1949,14.247,0
1950,14.499,0
1951,14.163,0
1952,11.958,0
1953,11.622,0
1954,11.832,0
1955,12.021,0
1956,13.722,0
1957,14.016,0
1958,14.184,0
1959,14.247,0
1960,14.058,0
1961,13.89,0
1962,55.1175,1
1963,122.7525,0
1964,108.12,0
1965,0.387,0
1966,13.659,0
1967,13.68,0
1968,13.617,0
1969,14.079,0
1970,14.121,0
1971,14.226,0
1972,14.184,0
1973,14.394,0
1974,14.268,0
1975,13.911,0
1976,14.1,0
1977,14.184,0
1978,13.764,0
1979,13.722,0
1980,13.407,0
1981,13.953,0
1982,13.806,0
1983,13.638,0
1984,13.26,0
1985,13.071,0
1986,13.743,0
1987,13.68,0
1988,14.163,0
1989,13.869,0
1990,14.037,0
1991,14.247,0
1992,14.583,0
1993,14.247,0
1994,14.205,0
1995,12.966,0
1996,3.897,0
1997,0.411,0
1998,3.582,0
1999,2.427,0
2000,1.692,0
2001,2.805,0
2002,2.301,0
2003,2.385,0
2004,2.784,0
2005,3.267,0
2006,2.49,0
2007,3.498,0
2008,2.763,0
2009,3.372,0
2010,4.254,0
2011,4.317,0
2012,4.191,0
2013,3.372,0
2014,3.666,0
2015,4.233,0
2016,4.947,0
2017,4.947,0
2018,6.396,0
2019,15.3,0
2020,16.161,0
2021,23.973,0
2022,96.585,1
2023,120.8775,0
2024,123.3825,0
2025,123.7875,0
2026,123.6675,0
2027,124.965,0
2028,125.6325,0
2029,124.8825,0
2030,122.19,0
2031,121.2825,0
2032,122.1075,0
2033,119.52,0
2034,94.2,0
2035,91.7175,0
2036,63.93,0
2037,12.57,0
2038,8.349,0
2039,8.433,0
2040,8.412,0
2041,7.236,0
2042,4.59,0
2043,4.443,0
2044,4.338,0
2045,4.254,0
2046,3.645,0
2047,3.099,0
2048,3.162,0
2049,2.952,0
2050,3.33,0
2051,2.49,0
2052,2.637,0
2053,2.847,0
2054,2.574,0
2055,2.553,0
2056,3.288,0
2057,3.309,0
2058,3.519,0
2059,3.603,0
2060,4.17,0
2061,3.96,0
2062,4.128,0
2063,4.212,0
2064,3.792,0
2065,3.918,0
2066,3.519,0
2067,3.036,0
2068,3.435,0
2069,3.729,0
2070,3.666,0
2071,2.889,0
2072,2.343,0
2073,6.396,0
2074,10.026,0
2075,12.336,0
2076,6.981,0
2077,1.815,0
2078,2.109,0
2079,2.172,0
2080,2.109,0
2081,14.037,0
2082,13.911,0
2083,12.273,0
2084,12.903,0
2085,13.197,0
2086,12.987,0
2087,13.134,0
2088,12.735,0
2089,13.281,0
2090,15.129,0
2091,15.129,0
2092,14.961,0
2093,13.785,0
2094,11.664,0
2095,12.315,0
2096,15.591,0
2097,16.263,0
2098,16.326,0
2099,14.751,0
2100,14.499,0
2101,14.961,0
2102,14.709,0
2103,14.394,0
2104,14.121,0
2105,10.929,0
2106,1.986,0
2107,4.065,0
2108,1.5,0
2109,8.661,0
2110,9.249,0
2111,9.144,0
2112,8.388,0
2113,8.934,0
2114,8.913,0
2115,8.472,0
2116,8.241,0
2117,8.85,0
2118,9.186,0
2119,4.398,0
2120,47.3175,1
2121,45,0
2122,43.47,0
2123,35.535,0
2124,4.107,0
2125,2.466,0
2126,4.8,0
2127,2.676,0
2128,3.39,0
2129,12.483,0
2130,13.302,0
2131,12.546,0
2132,12.399,0
2133,12.609,0
2134,13.134,0
2135,13.491,0
2136,13.239,0
2137,12.819,0
2138,13.47,0
2139,12.798,0
2140,12.567,0
2141,12.546,0
2142,13.071,0
2143,13.617,0
2144,12.903,0
2145,12.462,0
2146,12.987,0
2147,12.819,0
2148,12.903,0
2149,13.113,0
2150,12.882,0
2151,12.903,0
2152,12.42,0
2153,12.42,0
2154,12.252,0
2155,12.903,0
2156,11.58,0
2157,12.903,0
2158,13.05,0
2159,13.449,0
2160,12.861,0
2161,13.197,0
2162,13.05,0
2163,12.987,0
2164,12.567,0
2165,12.525,0
2166,12.357,0
2167,11.853,0
2168,3.372,0
2169,4.611,0
2170,4.569,0
2171,4.779,0
2172,2.403,0
2173,4.461,0
2174,10.551,0
2175,11.58,0
2176,11.475,0
2177,11.013,0
2178,11.16,0
2179,11.58,0
2180,12.063,0
2181,11.958,0
2182,11.916,0
2183,11.979,0
2184,11.832,0
2185,11.832,0
2186,12.063,0
2187,12.105,0
2188,12.294,0
2189,12.756,0
2190,13.029,0
2191,12.798,0
2192,10.32,0
2193,13.785,0
2194,21.597,0
2195,26.931,0
2196,24.663,0
2197,14.1,0
2198,14.31,0
2199,14.835,0
2200,25.797,0
2201,27.288,0
2202,27.834,0
2203,27.792,0
2204,27.54,0
2205,27.498,0
2206,25.818,0
2207,18.867,0
2208,14.709,0
2209,15.738,0
2210,14.751,0
2211,3.033,0
2212,2.595,0
2213,2.469,0
2214,3.015,0
2215,3.792,0
2216,3.666,0
2217,3.792,0
2218,4.065,0
2219,4.59,0
2220,4.548,0
2221,4.674,0
2222,4.044,0
2223,3.372,0
2224,8.913,0
2225,17.082,0
2226,25.524,0
2227,26.595,0
2228,27.393,0
2229,27.498,0
2230,27.729,0
2231,27.246,0
2232,23.571,0
2233,19.833,0
2234,9.396,0
2235,9.564,0
2236,9.858,0
2237,9.333,0
2238,3.141,0
2239,3.393,0
2240,5.304,0
2241,5.85,0
2242,4.401,0
2243,5.136,0
2244,54.9075,1
2245,110.1225,0
2246,113.52,0
2247,107.8875,0
2248,63.51,0
2249,9.648,0
2250,25.209,0
2251,26.49,0
2252,27.225,0
2253,26.994,0
2254,26.889,0
2255,26.427,0
2256,26.784,0
2257,27.015,0
2258,26.952,0
2259,17.019,0
2260,118.8675,1
2261,149.1675,0
2262,130.59,0
2263,119.31,0
2264,50.7075,0
2265,5.388,0
2266,5.493,0
2267,4.716,0
2268,8.661,0
2269,1.482,0
2270,2.259,0
2271,109.44,1
2272,113.6475,0
2273,116.805,0
2274,104.37,0
2275,11.496,0
2276,25.314,0
2277,25.692,0
2278,26.238,0
2279,26.007,0
2280,26.007,0
2281,26.343,0
2282,26.637,0
2283,26.616,0
2284,25.461,0
2285,13.281,0
2286,13.848,0
2287,14.52,0
2288,11.664,0
2289,3.075,0
2290,3.75,0
2291,3.708,0
2292,4.629,0
2293,14.268,0
2294,14.079,0
2295,14.751,0
2296,14.1,0
2297,14.31,0
2298,14.583,0
2299,14.121,0
2300,14.352,0
2301,14.94,0
2302,14.604,0
2303,14.52,0
2304,14.751,0
2305,15.15,0
2306,15.402,0
2307,15.402,0
2308,24.306,0
2309,27.687,0
2310,93.345,1
2311,132.675,0
2312,125.175,0
2313,73.155,0
2314,28.38,0
2315,2.826,0
2316,2.826,0
2317,2.511,0
2318,2.91,0
2319,6.834,0
2320,17.208,0
2321,27.582,0
2322,28.191,0
2323,27.981,0
2324,27.981,0
2325,28.044,0
2326,27.876,0
2327,28.065,0
2328,28.317,0
2329,18.321,0
2330,15.633,0
2331,15.633,0
2332,15.717,0
2333,15.57,0
2334,102.03,1
2335,143.5125,0
2336,146.6175,0
2337,97.695,0
2338,25.398,0
2339,27.666,0
2340,26.973,0
2341,26.637,0
2342,26.637,0
2343,15.843,0
2344,13.806,0
2345,14.751,0
2346,76.3725,1
2347,137.6925,0
2348,138.1125,0
2349,68.025,0
2350,15.423,0
2351,15.738,0
2352,15.633,0
2353,15.612,0
2354,15.57,0
2355,18.993,0
2356,28.8,0
2357,62.3925,1
2358,154.29,0
2359,151.635,0
2360,148.6125,0
2361,123.0675,0
2362,64.29,0
2363,23.613,0
2364,28.905,0
2365,28.149,0
2366,28.233,0
2367,27.456,0
2368,26.994,0
2369,27.099,0
2370,27.246,0
2371,26.826,0
2372,18.006,0
2373,12.966,0
2374,12.924,0
2375,19.749,0
2376,26.511,0
2377,27.771,0
2378,15.318,0
2379,14.709,0
2380,27.309,0
2381,49.4625,1
2382,155.6025,0
2383,134.535,0
2384,132.2625,0
2385,130.935,0
2386,90.3375,0
2387,11.181,0
2388,22.857,0
2389,27.204,0
2390,27.246,0
2391,26.889,0
2392,26.847,0
2393,27.162,0
2394,26.343,0
2395,79.29,1
2396,135.825,0
2397,133.695,0
2398,84.4425,0
2399,10.866,0
2400,14.205,0
2401,14.352,0
2402,14.352,0
2403,10.974,0
2404,80.655,1
2405,94.4475,0
2406,121.26,0
2407,121.665,0
2408,122.1225,0
2409,121.4775,0
2410,121.5675,0
2411,121.0275,0
2412,120.3825,0
2413,117.9,0
2414,118.305,0
2415,116.5575,0
2416,107.0925,0
2417,81.825,0
2418,18.618,0
2419,16.896,0
2420,10.701,0
2421,4.083,0
2422,6.372,0
2423,9.648,0
2424,12.483,0
2425,12.735,0
2426,13.323,0
2427,10.404,0
2428,19.644,0
2429,22.479,0
2430,21.282,0
2431,24.789,0
2432,7.17,0
2433,4.422,0
2434,4.149,0
2435,3.918,0
2436,4.422,0
2437,4.905,0
2438,0.072,0
2439,12.021,0
2440,12.693,0
2441,71.415,1
2442,134.31,0
2443,134.8875,0
2444,134.415,0
2445,88.5825,0
2446,12.882,0
2447,27.519,0
2448,26.994,0
2449,26.196,0
2450,26.238,0
2451,27.036,0
2452,25.167,0
2453,14.541,0
2454,78.2325,1
2455,137.6625,0
2456,137.5575,0
2457,74.0325,0
2458,13.869,0
2459,14.478,0
2460,13.785,0
2461,14.1,0
2462,11.58,0
2463,8.997,0
2464,11.076,0
2465,14.205,0
2466,76.185,1
2467,138.6075,0
2468,137.4525,0
2469,111.2025,0
2470,14.226,0
2471,24.537,0
2472,24.747,0
2473,22.983,0
2474,16.431,0
2475,8.157,0
2476,4.233,0
2477,2.091,0
2478,0.075,0
2479,52.8525,1
2480,120.51,0
2481,124.7475,0
2482,52.965,0
2483,12.126,0
2484,23.592,0
2485,25.65,0
2486,25.125,0
2487,25.461,0
2488,25.902,0
2489,22.794,0
2490,104.7675,1
2491,142.2975,0
2492,138.0375,0
2493,81.8025,0
2494,12.252,0
2495,12.441,0
2496,12.084,0
2497,12.777,0
2498,13.05,0
2499,22.647,0
2500,25.713,0
2501,25.02,0
2502,24.621,0
2503,68.025,1
2504,143.9325,0
2505,141.1425,0
2506,51.2025,0
2507,13.554,0
2508,14.625,0
2509,14.373,0
2510,21.912,0
2511,26.973,0
2512,26.091,0
2513,24.768,0
2514,115.9125,1
2515,148.8525,0
2516,145.725,0
2517,102.135,0
2518,21.765,0
2519,23.823,0
2520,24.558,0
2521,24.327,0
2522,24.474,0
2523,24.39,0
2524,24.516,0
2525,63.06,1
2526,142.7175,0
2527,135.645,0
2528,130.935,0
2529,89.8725,0
2530,9.69,0
2531,17.922,0
2532,25.86,0
2533,25.755,0
2534,25.692,0
2535,26.637,0
2536,25.398,0
2537,25.146,0
2538,92.37,1
2539,152.85,0
2540,151.8525,0
2541,152.115,0
2542,108.4875,0
2543,20.865,0
2544,25.608,0
2545,25.209,0
2546,18.615,0
2547,25.419,0
2548,25.797,0
2549,25.062,0
2550,12.252,0
2551,7.107,0
2552,0.075,0
2553,1.902,0
2554,3.582,0
2555,3.561,0
2556,3.582,0
2557,3.225,0
2558,3.204,0
2559,2.595,0
2560,12.903,0
2561,16.578,0
2562,26.238,0
2563,26.133,0
2564,26.427,0
2565,26.427,0
2566,20.547,0
2567,13.806,0
2568,13.764,0
2569,13.722,0
2570,14.037,0
2571,14.1,0
2572,13.974,0
2573,14.562,0
2574,10.446,0
2575,1.92,0
2576,3.015,0
2577,2.847,0
2578,0.453,0
2579,1.461,0
2580,1.986,0
2581,2.007,0
2582,2.049,0
2583,0.789,0
2584,1.71,0
2585,1.374,0
2586,4.251,0
2587,27.015,0
2588,27.141,0
2589,27.771,0
2590,27.687,0
2591,27.666,0
2592,27.876,0
2593,26.889,0
2594,14.583,0
2595,14.688,0
2596,15.003,0
2597,15.255,0
2598,89.1525,1
2599,135.615,0
2600,135.51,0
2601,128.475,0
2602,26.8875,0
2603,13.827,0
2604,11.916,0
2605,10.089,0
2606,10.005,0
2607,12.651,0
2608,13.659,0
2609,13.806,0
2610,14.1,0
2611,14.163,0
2612,14.478,0
2613,14.709,0
2614,14.856,0
2615,14.646,0
2616,14.625,0
2617,14.772,0
2618,14.982,0
2619,18.909,0
2620,27.687,0
2621,27.771,0
2622,27.54,0
2623,25.23,0
2624,19.329,0
2625,28.947,0
2626,23.844,0
2627,15.906,0
2628,13.47,0
2629,9.984,0
2630,9.585,0
2631,10.047,0
2632,8.661,0
2633,2.847,0
2634,6.438,0
2635,8.16,0
2636,91.005,1
2637,116.7,0
2638,121.845,0
2639,122.265,0
2640,128.6175,0
2641,128.0925,0
2642,128.355,0
2643,128.6175,0
2644,128.565,0
2645,127.2525,0
2646,126.15,0
2647,126.465,0
2648,128.8275,0
2649,129.5625,0
2650,129.72,0
2651,129.825,0
2652,130.14,0
2653,130.455,0
2654,131.4525,0
2655,131.505,0
2656,117.0675,0
2657,110.295,0
2658,106.9875,0
2659,107.67,0
2660,91.815,0
2661,66.8775,0
2662,11.352,0
2663,6.816,0
2664,6.816,0
2665,6.543,0
2666,6.246,0
2667,11.223,0
2668,13.659,0
2669,22.836,0
2670,22.836,0
2671,23.823,0
2672,23.865,0
2673,19.728,0
2674,4.419,0
2675,18.135,0
2676,20.277,0
2677,20.76,0
2678,19.122,0
2679,7.845,0
2680,7.341,0
2681,1.146,0
2682,6.792,0
2683,8.073,0
2684,8.388,0
2685,8.64,0
2686,9.018,0
2687,9.459,0
2688,9.144,0
2689,9.354,0
2690,9.48,0
2691,9.396,0
2692,8.325,0
2693,6.939,0
2694,6.96,0
2695,6.834,0
2696,4.527,0
2697,4.632,0
2698,4.38,0
2699,4.065,0
2700,45.3,1
2701,106.755,0
2702,109.2,0
2703,108.7575,0
2704,112.7775,0
2705,117.27,0
2706,118.35,0
2707,120.9525,0
2708,74.5275,0
2709,9.816,0
2710,11.286,0
2711,10.719,0
2712,10.908,0
2713,12.231,0
2714,20.526,0
2715,25.629,0
2716,25.272,0
2717,25.419,0
2718,24.894,0
2719,25.335,0
2720,25.398,0
2721,26.406,0
2722,27.267,0
2723,27.687,0
2724,24.768,0
2725,13.89,0
2726,14.226,0
2727,14.394,0
2728,12.399,0
2729,10.425,0
2730,10.236,0
2731,10.047,0
2732,9.732,0
2733,3.372,0
2734,6.186,0
2735,16.098,0
2736,2.112,0
2737,10.215,0
2738,10.068,0
2739,10.551,0
2740,22.752,0
2741,24.243,0
2742,23.802,0
2743,10.866,0
2744,1.986,0
2745,0.852,0
2746,0.432,0
2747,0.201,0
2748,1.083,0
2749,0.537,0
2750,1.941,0
2751,1.857,0
2752,1.794,0
2753,0.933,0
2754,8.493,0
2755,13.827,0
2756,14.037,0
2757,14.142,0
2758,13.764,0
2759,13.68,0
2760,13.89,0
2761,25.545,0
2762,27.183,0
2763,26.91,0
2764,25.65,0
2765,4.104,0
2766,13.533,0
2767,4.44,0
2768,1.86,0
2769,1.755,0
2770,1.566,0
2771,1.545,0
2772,1.293,0
2773,1.86,0
2774,1.398,0
2775,1.818,0
2776,1.293,0
2777,1.944,0
2778,10.551,0
2779,11.055,0
2780,10.719,0
2781,10.593,0
2782,10.761,0
2783,10.824,0
2784,14.688,0
2785,15.444,0
2786,15.402,0
2787,15.171,0
2788,15.108,0
2789,14.835,0
2790,10.572,0
2791,10.593,0
2792,10.488,0
2793,10.425,0
2794,10.635,0
2795,10.698,0
2796,10.467,0
2797,9.921,0
2798,10.11,0
2799,10.026,0
2800,12.105,0
2801,15.675,0
2802,15.801,0
2803,15.633,0
2804,15.339,0
2805,15.276,0
2806,15.423,0
2807,15.591,0
2808,15.465,0
2809,15.465,0
2810,14.625,0
2811,11.622,0
2812,7.821,0
2813,1.083,0
2814,0.873,0
2815,0.663,0
2816,0.747,0
2817,0.726,0
2818,9.984,0
2819,12.462,0
2820,12.672,0
2821,12.672,0
2822,12.819,0
2823,8.724,0
2824,12.357,0
2825,12.315,0
2826,12.672,0
2827,12.525,0
2828,12.567,0
2829,6.351,0
2830,0.915,0
2831,0.39,0
2832,0.516,0
2833,0.558,0
2834,0.516,0
2835,0.327,0
2836,0.159,0
2837,0.075,0
2838,0.096,0
2839,6.75,0
2840,3.768,0
2841,10.719,0
2842,12.168,0
2843,12.294,0
2844,12.084,0
2845,12.231,0
2846,12.21,0
2847,12.063,0
2848,11.433,0
2849,1.734,0
2850,1.629,0
2851,1.902,0
2852,1.902,0
2853,1.734,0
2854,2.781,0
2855,12.525,0
2856,12.357,0
2857,12.021,0
2858,11.811,0
2859,12.189,0
2860,12.273,0
2861,3.39,0
2862,1.668,0
2863,1.293,0
2864,1.419,0
2865,1.734,0
2866,1.65,0
2867,1.692,0
2868,16.242,0
2869,10.008,0
2870,94.8375,1
2871,98.52,0
2872,103.305,0
2873,107.46,0
2874,64.26,0
2875,0.684,0
2876,2.466,0
2877,23.886,0
2878,27.813,0
2879,28.653,0
2880,29.094,0
2881,28.863,0
2882,29.199,0
2883,29.157,0
2884,29.325,0
2885,27.897,0
2886,24.768,0
2887,18.552,0
2888,1.545,0
2889,4.569,0
2890,4.779,0
2891,3.015,0
2892,1.629,0
2893,39.5475,1
2894,107.55,0
2895,109.14,0
2896,113.04,0
2897,113.37,0
2898,54.48,0
2899,1.458,0
2900,14.163,0
2901,14.142,0
2902,11.622,0
2903,10.929,0
2904,9.69,0
2905,9.585,0
2906,9.228,0
2907,46.2675,1
2908,126.7725,0
2909,128.4225,0
2910,129.6,0
2911,144.795,0
2912,162.6675,0
2913,153.3975,0
2914,85.1175,0
2915,29.385,0
2916,86.685,0
2917,133.38,0
2918,133.245,0
2919,131.64,0
2920,132.66,0
2921,105.1725,0
2922,15.801,0
2923,25.272,0
2924,26.973,0
2925,26.889,0
2926,6.729,0
2927,12.546,0
2928,25.293,0
2929,26.385,0
2930,26.637,0
2931,27.057,0
2932,23.529,0
2933,23.067,0
2934,9.837,0
2935,14.859,0
2936,5.283,0
2937,3.645,0
2938,3.75,0
2939,4.128,0
2940,3.771,0
2941,4.17,0
2942,4.59,0
2943,4.59,0
2944,4.989,0
2945,13.008,0
2946,14.793,0
2947,7.32,0
2948,12.714,0
2949,19.371,0
2950,27.288,0
2951,27.708,0
2952,27.876,0
2953,28.002,0
2954,20.043,0
2955,13.134,0
2956,11.202,0
2957,11.454,0
2958,3.999,0
2959,1.818,0
2960,1.314,0
2961,11.856,0
2962,1.839,0
2963,2.154,0
2964,2.049,0
2965,2.637,0
2966,2.196,0
2967,2.427,0
2968,4.716,0
2969,3.729,0
2970,3.078,0
2971,3.099,0
2972,3.498,0
2973,1.188,0
2974,7.044,0
2975,2.322,0
2976,2.28,0
2977,2.322,0
2978,2.343,0
2979,2.196,0
2980,2.196,0
2981,2.07,0
2982,2.07,0
2983,2.175,0
2984,1.902,0
2985,1.881,0
2986,4.902,0
2987,12.084,0
2988,14.352,0
2989,14.268,0
2990,14.289,0
2991,14.247,0
2992,14.541,0
2993,14.646,0
2994,14.31,0
2995,14.31,0
2996,11.832,0
2997,10.446,0
2998,10.509,0
2999,10.866,0
3000,11.37,0
3001,11.412,0
3002,11.37,0
3003,11.181,0
3004,11.307,0
3005,13.428,0
3006,14.982,0
3007,14.898,0
3008,15.003,0
3009,14.793,0
3010,14.373,0
3011,14.016,0
3012,14.268,0
3013,14.205,0
3014,14.1,0
3015,14.037,0
3016,13.701,0
3017,10.866,0
3018,10.509,0
3019,10.698,0
3020,10.992,0
3021,11.244,0
3022,11.412,0
3023,4.044,0
3024,5.469,0
3025,11.181,0
3026,13.764,0
3027,15.36,0
3028,15.192,0
3029,14.94,0
3030,14.73,0
3031,12.882,0
3032,11.097,0
3033,0.786,0
3034,1.272,0
3035,1.356,0
3036,1.461,0
3037,1.797,0
3038,1.314,0
3039,2.448,0
3040,1.857,0
3041,7.317,0
3042,9.522,0
3043,6.939,0
3044,11.244,0
3045,11.265,0
3046,11.055,0
3047,15.066,0
3048,15.465,0
3049,15.507,0
3050,14.877,0
3051,14.856,0
3052,11.706,0
3053,11.118,0
3054,1.986,0
3055,2.07,0
3056,2.574,0
3057,3.771,0
3058,2.763,0
3059,3.75,0
3060,5.85,0
3061,6.501,0
3062,48.39,1
3063,105.1725,0
3064,107.145,0
3065,56.8275,0
3066,1.65,0
3067,10.509,0
3068,13.176,0
3069,13.365,0
3070,13.449,0
3071,13.617,0
3072,13.806,0
3073,13.848,0
3074,14.037,0
3075,14.331,0
3076,14.268,0
3077,14.079,0
3078,12.483,0
3079,10.614,0
3080,11.244,0
3081,11.097,0
3082,11.202,0
3083,11.118,0
3084,11.013,0
3085,53.805,1
3086,127.0425,0
3087,127.4625,0
3088,128.9325,0
3089,77.7975,0
3090,9.963,0
3091,13.785,0
3092,14.415,0
3093,14.478,0
3094,14.331,0
3095,14.037,0
3096,14.163,0
3097,13.974,0
3098,14.226,0
3099,14.037,0
3100,13.848,0
3101,14.184,0
3102,5.175,0
3103,14.73,0
3104,27.435,0
3105,16.599,0
3106,2.196,0
3107,1.986,0
3108,2.217,0
3109,44.9175,1
3110,113.31,0
3111,116.55,0
3112,124.2,0
3113,76.095,0
3114,12.987,0
3115,14.016,0
3116,18.93,0
3117,27.12,0
3118,28.023,0
3119,28.044,0
3120,27.876,0
3121,16.851,0
3122,14.73,0
3123,15.024,0
3124,15.507,0
3125,15.696,0
3126,15.36,0
3127,15.717,0
3128,3.768,0
3129,11.874,0
3130,11.916,0
3131,12.357,0
3132,4.041,0
3133,57.9825,1
3134,119.8575,0
3135,121.9875,0
3136,124.8525,0
3137,84.75,0
3138,10.761,0
3139,12.378,0
3140,13.092,0
3141,13.47,0
3142,13.911,0
3143,14.247,0
3144,26.259,0
3145,28.212,0
3146,28.926,0
3147,16.599,0
3148,28.044,0
3149,25.083,0
3150,24.327,0
3151,20.694,0
3152,11.79,0
3153,11.601,0
3154,11.223,0
3155,12,0
3156,5.511,0
3157,64.7325,1
3158,120.0675,0
3159,120.0675,0
3160,118.125,0
3161,100.905,0
3162,1.563,0
3163,3.999,0
3164,2.697,0
3165,13.218,0
3166,13.89,0
3167,14.709,0
3168,13.512,0
3169,11.727,0
3170,11.706,0
3171,11.097,0
3172,10.929,0
3173,10.824,0
3174,9.753,0
3175,11.013,0
3176,10.887,0
3177,11.496,0
3178,14.961,0
3179,15.549,0
3180,15.402,0
3181,15.192,0
3182,14.163,0
3183,14.814,0
3184,15.234,0
3185,14.94,0
